GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,area_sq_km,population_total,population_nonwhite_free,population_nonwhite_free_female,population_nonwhite_free_male,population_nonwhite_slave,population_nonwhite_slave_female,population_nonwhite_slave_male,population_urban_over_2500,population_urban_over_25000,population_white_free,population_white_free_female,population_white_free_male,nativity_born_out_of_country,nativity_born_out_of_state,farms_land_improved,farms_land_unimproved,farms_total,farms_value_farms,farms_value_tools,livestock_horses,livestock_milk_cows,livestock_mules,livestock_other_cattle,livestock_oxen,livestock_pigs,livestock_sheep,crops_barley,crops_beeswax_honey,crops_buckwheat,crops_butter,crops_cane_molasses,crops_cane_sugar,crops_cheese,crops_clover_seed,crops_dew_hemp,crops_flax,crops_flaxseed,crops_ginned_cotton,crops_grass_seed,crops_hay,crops_hops,crops_indian_corn,crops_irish_potatoes,crops_maple_molasses,crops_maple_sugar,crops_oats,crops_peas_beans,crops_rice,crops_rye,crops_silk_cocoon,crops_sweet_potatoes,crops_tobacco,crops_water_hemp,crops_wheat,crops_wine,crops_wool,learning_academies_other,learning_colleges,learning_public_schools,learning_pupils_academies_other,learning_pupils_colleges,learning_pupils_public_schools,learning_teachers_academies_others,learning_teachers_college,learning_teachers_public_schools,students_foreign_born,students_free_colored,students_free_colored_female,students_free_colored_male,students_free_white,students_free_white_female,students_free_white_male,students_native,churches_baptist,churches_christian,churches_moravian,churches_congregational,churches_dutch_reformed,churches_episcopal,churches_free,churches_german_reformed,churches_jewish,churches_lutheran,churches_mennonite,churches_methodist,churches_minor_sects,churches_presbyterian,churches_protestant,churches_quakers,churches_roman_catholic,churches_swedenborgian,churches_tunker,churches_union,churches_unitarian,churches_universalist,births_free,births_slave,births_total,marriages_total,deaths_free,deaths_slave,sex_female,sex_male,age_00_to_01,age_01_to_04,age_05_to_09,age_10_to_14,age_15_to_19,age_20_to_29,age_30_to_39,age_40_to_49,age_50_to_59,age_60_to_69,age_70_to_79,age_80_to_89,age_90_to_99,age_over_100,age_unknown,sexage_female_00_to_01,sexage_female_01_to_04,sexage_female_05_to_09,sexage_female_10_to_14,sexage_female_15_to_19,sexage_female_20_to_29,sexage_female_30_to_39,sexage_female_40_to_49,sexage_female_50_to_59,sexage_female_60_to_69,sexage_female_70_to_79,sexage_female_80_to_89,sexage_female_90_to_99,sexage_female_over_100,sexage_female_unknown,sexage_male_00_to_01,sexage_male_01_to_04,sexage_male_05_to_09,sexage_male_10_to_14,sexage_male_15_to_19,sexage_male_20_to_29,sexage_male_30_to_39,sexage_male_40_to_49,sexage_male_50_to_59,sexage_male_60_to_69,sexage_male_70_to_79,sexage_male_80_to_89,sexage_male_90_to_99,sexage_male_over_100,sexage_male_unknown,dwellings_total,transport_rail,transport_water
G2100250,1850,Kentucky,210,Breathitt,250,Breathitt,1561.12452864811,3785,12,5,7,170,86,84,0,0,3603,1723,1880,3,556,13517,274043,433,273828,5846,884,1436,1,2662,354,12657,5565,10,74305,0,37490,0,0,45,0,0,1536,65,0,0,38,0,155840,3776,17,5923,2083,3683,0,0,0,4463,0,0,32,0,8916,0,0,4,0,80,0,4,0,0,0,0,0,0,79,37,42,79,3,1,NA,NA,NA,0,0,NA,0,0,NA,1,0,0,NA,NA,0,NA,0,0,0,0,136,9,145,NA,18,1,1814,1971,145,616,690,522,411,631,345,196,126,54,38,5,3,1,2,68,291,356,252,203,283,174,95,57,18,15,1,0,1,0,77,325,334,270,208,348,171,101,69,36,23,4,3,0,2,625,0,0
G2100270,1850,Kentucky,210,Breckinridge,270,Breckinridge,1516.29709200624,10593,11,3,8,1966,1012,954,0,0,8616,4154,4462,63,1176,67822,181745,889,877450,58289,3374,2795,214,4237,524,34583,14526,0,3566,99,80370,0,0,364,0,0,20813,1803,0,4,1309,8,521766,10521,306,3775,138070,1668,0,1542,14,6136,2288334,3,12387,5,24280,2,0,30,70,600,4,30,0,0,0,0,0,0,1307,600,707,1307,7,0,NA,NA,NA,0,0,NA,0,0,NA,11,0,1,NA,NA,2,NA,0,0,0,0,257,54,311,NA,122,13,5169,5424,311,1475,1739,1425,1253,1839,1065,684,446,214,106,27,8,1,0,158,723,862,672,611,908,491,332,232,109,53,16,2,0,0,153,752,877,753,642,931,574,352,214,105,53,11,6,1,0,1452,0,0
G2100290,1850,Kentucky,210,Bullitt,290,Bullitt,777.906052361172,6774,27,13,14,1355,671,684,0,0,5392,2535,2857,69,457,50144,111734,562,1049359,47210,2589,1928,287,2885,104,27341,6619,170,3035,25,52080,0,0,1215,0,0,7605,448,0,23,1822,35,418530,9259,785,3848,82298,36,0,471,0,2430,2990,0,16974,0,13146,2,0,0,150,0,5,0,0,0,0,0,0,0,507,217,290,507,5,0,NA,NA,NA,0,0,NA,0,0,NA,4,0,0,NA,NA,1,NA,0,0,0,0,168,50,218,NA,75,36,3219,3555,218,905,995,890,776,1242,739,479,278,162,64,24,1,1,0,103,427,485,397,393,612,327,226,128,76,34,11,0,0,0,115,478,510,493,383,630,412,253,150,86,30,13,1,1,0,970,0,1
G2100310,1850,Kentucky,210,Butler,310,Butler,1102.17967054044,5755,19,11,8,681,340,341,0,0,5055,2482,2573,14,1206,26272,112896,629,336471,23014,2124,2046,112,3113,511,23797,4357,0,6090,0,63073,969,100,130,0,0,10811,1201,0,4,354,33,289774,7753,0,6761,40840,1637,0,65,0,8679,207819,0,4058,0,7375,0,0,32,0,818,0,32,0,0,1,0,0,0,1068,505,563,1067,5,0,NA,NA,NA,0,2,NA,0,0,NA,3,0,3,NA,NA,0,NA,0,0,0,0,187,25,212,NA,43,10,2833,2922,212,901,947,782,619,949,613,373,182,115,48,10,4,0,0,102,441,452,374,333,458,306,194,87,55,24,7,0,0,0,110,460,495,408,286,491,307,179,95,60,24,3,4,0,0,897,0,0
G2100330,1850,Kentucky,210,Caldwell,330,Caldwell,1567.40904532584,13048,139,71,68,3107,1352,1755,0,0,9802,4770,5032,91,2493,69713,182549,889,1044893,65108,4416,3787,940,3823,1563,48868,10767,0,5670,3,108412,0,0,305,0,0,5322,50,1,52,502,14,767725,16614,25,1880,89557,559,30,205,2,17903,1435479,0,8574,0,20649,6,1,25,180,670,6,25,3,60,0,0,0,0,1337,600,737,1337,11,0,NA,NA,NA,1,0,NA,0,0,NA,11,0,6,NA,NA,0,NA,0,0,0,1,352,91,443,NA,140,62,6193,6855,443,1797,1929,1724,1475,2415,1503,918,443,250,111,32,6,2,0,231,860,937,828,735,1087,668,434,213,129,47,17,6,1,0,212,937,992,896,740,1328,835,484,230,121,64,15,0,1,0,1746,0,1
G2100350,1850,Kentucky,210,Calloway,350,Calloway,1063.85564381565,8096,16,6,10,992,517,475,0,0,7088,3520,3568,17,2968,48164,184409,933,531245,42276,2866,2465,592,2756,1128,21814,7924,100,6798,39,84219,0,0,1028,0,0,6082,263,2,35,97,25,405785,11288,5,475,64450,962,520,214,3,17254,957381,0,8414,0,13637,1,0,26,40,880,1,26,0,0,0,0,0,0,1629,724,905,1629,12,1,NA,NA,NA,0,0,NA,0,0,NA,11,0,0,NA,NA,0,NA,0,0,0,0,240,33,273,NA,68,6,4043,4053,273,1191,1279,1188,917,1400,797,544,279,151,58,17,2,0,0,135,620,626,587,477,682,403,266,136,79,20,10,2,0,0,138,571,653,601,440,718,394,278,143,72,38,7,0,0,0,1191,0,1
G2100370,1850,Kentucky,210,Campbell,370,Campbell,412.883371503392,13127,79,43,36,177,114,63,5895,0,12871,6074,6797,3414,4019,27009,33111,730,1562444,36592,1739,1598,37,943,217,10588,3241,515,685,22,72305,0,0,110,7,0,170,10,0,2,1179,0,301125,39910,0,0,37759,9,0,1847,0,5164,23108,0,9988,2471,6571,1,0,21,35,725,1,25,0,0,243,0,0,0,1800,864,936,1557,6,0,NA,NA,NA,1,0,NA,0,1,NA,5,0,1,NA,NA,2,NA,0,0,0,0,426,5,431,NA,271,5,6231,6896,431,1857,1906,1504,1285,2468,1797,1026,514,227,90,18,3,1,0,213,919,930,728,683,1135,794,439,229,111,44,4,2,0,0,218,938,976,776,602,1333,1003,587,285,116,46,14,1,1,0,2319,0,1
G2100410,1850,Kentucky,210,Carroll,410,Carroll,351.041017936193,5526,28,11,17,949,483,466,0,0,4549,2185,2364,104,747,30663,36601,376,996588,26439,1611,1058,96,2665,417,13628,6352,170,6582,93,58573,0,0,469,2,0,3256,62,0,246,1920,45,354510,21691,275,1138,18604,874,0,2170,0,2186,232612,0,13253,0,12753,1,0,20,22,500,3,20,0,0,4,1,0,1,792,385,407,789,6,1,NA,NA,NA,0,0,NA,0,0,NA,4,0,1,NA,NA,0,NA,0,0,0,0,144,32,176,NA,45,10,2679,2847,176,783,813,760,618,906,628,395,228,138,43,19,5,1,13,84,377,415,383,318,421,277,190,111,65,23,10,2,1,2,92,406,398,377,300,485,351,205,117,73,20,9,3,0,11,766,0,0
G2100430,1850,Kentucky,210,Carter,430,Carter,1395.31432599383,6241,24,10,14,257,129,128,0,0,5960,2838,3122,40,1487,28234,218630,654,438950,22746,1686,1755,90,2494,575,11754,7918,0,8235,45,77586,0,0,0,1,0,37957,701,0,16,1062,41,279777,8802,666,12197,36409,4927,0,458,0,4786,9320,0,2416,0,15674,0,0,16,0,696,0,16,0,0,0,0,0,0,642,295,347,642,4,0,NA,NA,NA,0,0,NA,0,0,NA,2,0,0,NA,NA,0,NA,0,0,0,0,224,11,235,NA,50,4,2977,3264,235,968,1103,833,703,1024,617,374,215,96,58,8,5,2,0,102,460,542,404,366,467,279,187,93,38,32,4,2,1,0,133,508,561,429,337,557,338,187,122,58,26,4,3,1,0,944,0,0
G2100450,1850,Kentucky,210,Casey,450,Casey,1154.74583837236,6556,59,36,23,634,321,313,0,0,5863,2911,2952,3,747,49594,140339,758,682902,40463,2534,1970,311,2873,633,29588,12215,0,27641,252,92885,0,0,2725,78,2,27197,2838,0,301,911,10,511416,14198,334,8242,31797,6145,0,4630,134,15744,74600,1,9041,0,24422,0,0,33,0,1156,0,37,0,0,0,1,1,0,1485,720,765,1486,7,4,NA,NA,NA,0,0,NA,0,0,NA,2,0,0,NA,NA,1,NA,0,0,0,0,157,19,176,NA,53,4,3268,3288,176,916,1089,910,796,1042,663,432,261,168,75,24,4,0,0,82,457,546,446,392,541,331,215,129,80,34,14,1,0,0,94,459,543,464,404,501,332,217,132,88,41,10,3,0,0,1005,0,0
G2100470,1850,Kentucky,210,Christian,470,Christian,1875.22440489548,19580,150,73,77,8140,4156,3984,0,0,11290,5392,5898,77,3591,105670,171260,1190,2417282,126486,5451,4292,1609,6424,1077,61961,19584,0,6039,66,190328,215,112,232,15,0,24661,720,0,132,672,454,1235290,30312,0,5577,329152,6446,0,2868,0,34461,6312076,0,45678,0,37892,33,0,27,779,650,35,27,0,0,6,1,1,0,2043,948,1095,2038,19,7,NA,NA,NA,1,0,NA,0,0,NA,6,0,8,NA,NA,0,NA,0,0,0,1,337,242,579,NA,133,137,9621,9959,579,2667,2919,2634,2283,3412,2075,1424,851,433,218,69,11,4,1,286,1297,1471,1297,1092,1696,994,707,410,219,114,29,5,4,0,293,1370,1448,1337,1191,1716,1081,717,441,214,104,40,6,0,1,1965,0,0
G2100490,1850,Kentucky,210,Clark,490,Clark,708.052821845655,12683,134,63,71,4840,2421,2419,0,0,7709,3723,3986,78,711,153096,17056,792,4495350,68062,5574,4610,2713,10142,1418,30494,19760,27,24581,154,152170,317,5,4895,0,409,18663,656,0,118,1634,63,1213007,15297,317,5960,70935,3408,0,13747,10,7523,66335,0,25162,0,53164,2,0,34,62,833,3,34,0,0,0,0,0,0,1507,663,844,1507,11,0,NA,NA,NA,0,0,NA,0,0,NA,8,0,4,NA,NA,0,NA,0,1,0,0,235,128,363,NA,78,57,6207,6476,363,1406,1756,1875,1696,2083,1419,1031,518,320,157,47,9,3,0,206,662,949,957,836,1010,612,438,255,163,87,25,5,2,0,157,744,807,918,860,1073,807,593,263,157,70,22,4,1,0,1364,0,0
G2100510,1850,Kentucky,210,Clay,510,Clay,1876.31298590834,5421,172,98,74,515,211,304,0,0,4734,2324,2410,8,1175,19186,137006,511,310121,9981,1175,1987,310,4272,358,13413,8015,27,1770,39,944,0,0,0,0,0,8624,28,0,0,298,0,214659,5821,5,4516,15694,2348,2,50,0,6056,0,0,952,0,10419,0,0,15,0,300,0,15,0,0,0,2,1,1,301,135,166,303,10,0,NA,NA,NA,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,190,10,200,NA,42,8,2633,2788,200,831,974,749,549,936,536,308,158,104,53,15,7,1,0,87,397,477,390,283,471,240,132,74,53,19,8,2,0,0,113,434,497,359,266,465,296,176,84,51,34,7,5,1,0,782,0,0
G2100530,1850,Kentucky,210,Clinton,530,Clinton,532.147720055185,4889,38,22,16,262,144,118,0,0,4589,2210,2379,4,1119,29771,55767,499,302952,15314,1423,1531,196,2637,551,18495,5887,0,7288,0,44241,0,0,2192,20,0,12210,518,0,8,24,0,239601,6287,65,2526,28744,319,70,380,0,9461,32509,0,7910,0,11012,0,0,27,0,1563,0,27,0,0,0,0,0,0,1175,505,670,1175,3,0,NA,NA,NA,0,0,NA,0,0,NA,2,0,0,NA,NA,0,NA,0,0,0,0,158,9,167,NA,63,2,2376,2513,167,683,827,674,540,805,454,334,200,116,67,16,4,0,2,79,293,393,337,260,420,231,181,88,55,32,5,1,0,1,88,390,434,337,280,385,223,153,112,61,35,11,3,0,1,774,0,0
G2100550,1850,Kentucky,210,Crittenden,550,Crittenden,960.80763441034,6351,30,17,13,848,402,446,0,0,5473,2707,2766,98,1751,34016,103958,662,445092,28990,2132,1782,223,2767,752,25406,6485,0,5140,13,68273,0,0,175,0,0,7232,206,0,42,76,89,386705,11380,164,3440,45460,2715,0,438,4,12252,505637,0,5759,0,12545,1,0,25,40,600,2,25,0,0,0,0,0,0,1200,577,623,1200,6,0,NA,NA,NA,0,0,NA,0,0,NA,4,0,4,NA,NA,0,NA,0,0,0,0,192,28,220,NA,86,5,3126,3225,220,954,985,774,703,1175,707,444,234,95,48,8,3,1,0,115,466,479,407,349,585,329,215,108,46,20,4,3,0,0,105,488,506,367,354,590,378,229,126,49,28,4,0,1,0,978,0,1
G2100570,1850,Kentucky,210,Cumberland,570,Cumberland,850.055665375207,7005,44,23,21,1485,750,735,0,0,5476,2698,2778,5,1097,40066,108351,607,632946,28533,2419,2134,227,4205,728,29730,9861,0,11805,27,87758,0,0,854,125,0,8880,225,0,29,358,23,434340,13992,22,1161,30020,4975,1087,483,6,19863,1238802,0,7850,5,14140,0,0,27,0,1552,0,27,0,0,0,0,0,0,925,421,504,925,2,0,NA,NA,NA,0,9,NA,0,0,NA,5,0,0,NA,NA,0,NA,0,0,0,0,158,52,210,NA,46,15,3471,3534,210,994,1076,964,826,1238,690,474,267,165,69,21,5,6,0,102,479,532,471,443,618,332,239,118,87,31,10,4,5,0,108,515,544,493,383,620,358,235,149,78,38,11,1,1,0,942,0,1
G2100590,1850,Kentucky,210,Daviess,590,Daviess,1575.33764857602,12362,54,28,26,2889,1499,1390,0,0,9419,4467,4952,143,1338,67408,312489,1057,1882230,82827,4196,3363,278,5336,904,45138,11620,0,7674,0,52297,0,0,472,0,6,14217,378,0,37,1872,48,739860,13226,37,285,81302,663,0,1219,0,4550,3426633,20,21953,2,20319,4,0,NA,215,NA,9,NA,0,0,6,0,0,0,1660,791,869,1654,11,0,NA,NA,NA,0,0,NA,0,0,NA,6,0,6,NA,NA,4,NA,0,0,0,0,289,65,354,NA,124,49,5994,6368,354,1876,1914,1607,1317,2288,1362,830,486,223,72,27,3,1,2,182,943,984,789,665,1026,654,377,209,114,34,14,1,1,1,172,933,930,818,652,1262,708,453,277,109,38,13,2,0,1,1631,0,1
G2100610,1850,Kentucky,210,Edmonson,610,Edmonson,797.200930780004,4088,15,4,11,325,175,150,0,0,3748,1850,1898,2,390,20027,75294,507,273684,16871,1418,1212,76,2427,263,17907,4955,0,5084,0,63081,0,0,123,0,0,12891,0,0,0,159,0,193095,8627,0,5882,34455,130,0,123,0,7406,86980,0,4322,0,7940,0,0,7,0,210,0,7,0,0,0,0,0,0,481,213,268,481,3,0,NA,NA,NA,0,0,NA,0,0,NA,1,0,0,NA,NA,1,NA,0,0,0,0,146,10,156,NA,24,0,2029,2059,156,644,679,589,418,700,390,224,150,86,40,10,0,2,0,78,318,343,279,212,347,200,115,74,46,12,3,0,2,0,78,326,336,310,206,353,190,109,76,40,28,7,0,0,0,651,0,0
G2100650,1850,Kentucky,210,Estill,650,Estill,950.919543996123,5985,6,6,0,411,212,199,0,0,5568,2659,2909,9,592,26839,84619,604,477452,16102,1569,1375,172,2454,588,12968,7447,0,8653,0,42943,0,0,100,0,0,5721,147,0,10,388,0,291728,6121,463,9335,18629,174,0,50,0,6509,24150,0,1786,0,13098,0,0,10,0,215,0,10,0,0,0,0,0,0,855,389,466,855,7,0,NA,NA,NA,0,0,NA,0,0,NA,3,0,0,NA,NA,0,NA,0,0,0,0,218,14,232,NA,22,9,2877,3108,232,902,1034,889,642,925,594,361,227,121,44,10,1,1,2,94,415,481,456,306,474,281,178,100,64,21,6,0,1,0,138,487,553,433,336,451,313,183,127,57,23,4,1,0,2,934,0,0
G2100670,1850,Kentucky,210,Fayette,670,Fayette,739.494767601601,22735,668,360,308,10889,5158,5731,8159,0,11178,5431,5747,574,1730,173818,1404,799,9524954,173231,8112,4854,3794,12526,1036,42790,20855,30,28308,1888,250471,0,0,11878,19,2913,6947,273,0,13918,3894,589,1579598,53161,1207,2458,169667,8500,0,27684,0,9886,0,54,73074,44,75062,8,2,33,741,794,27,33,17,290,21,38,20,18,2054,991,1063,2071,10,5,NA,NA,NA,1,0,NA,0,0,NA,3,0,7,NA,NA,1,NA,0,0,0,0,274,273,547,NA,433,375,10949,11786,547,2645,3231,2900,2453,4032,2819,1861,1185,650,293,77,17,8,17,301,1293,1594,1409,1225,1826,1238,883,602,354,152,45,12,7,8,246,1352,1637,1491,1228,2206,1581,978,583,296,141,32,5,1,9,2089,1,0
G2100690,1850,Kentucky,210,Fleming,690,Fleming,1380.97499328924,13914,158,88,70,2139,1114,1025,0,0,11617,5701,5916,196,1355,102879,100906,1211,2593971,93515,5309,3753,610,6427,468,32142,17818,7998,21460,1386,195802,0,0,7640,97,460,10207,547,0,198,3233,6,926708,17723,1780,14639,105854,2411,0,5328,5,7288,81175,1,52283,0,45001,15,0,43,424,1062,16,43,0,0,0,0,0,0,1710,802,908,1710,13,1,NA,NA,NA,0,1,NA,0,0,NA,12,0,5,NA,NA,0,NA,1,1,0,0,323,47,370,NA,154,41,6903,7011,370,1837,2161,1788,1600,2385,1491,948,686,360,208,69,10,1,0,176,903,1061,888,825,1187,709,478,327,184,114,46,4,1,0,194,934,1100,900,775,1198,782,470,359,176,94,23,6,0,0,1983,0,1
G2100710,1850,Kentucky,210,Floyd,710,Floyd,1628.63262213718,5714,62,28,34,149,79,70,0,0,5503,2677,2826,31,947,16700,94897,365,295495,6382,1144,1319,9,3351,551,8105,5421,0,1754,86,23095,0,0,230,0,0,13541,30,0,0,451,0,208325,3817,25,2644,17521,724,0,115,0,6536,900,0,1795,0,9422,0,0,12,0,302,0,12,0,0,0,0,0,0,188,71,117,188,2,0,NA,NA,NA,0,0,NA,0,0,NA,2,0,0,NA,NA,0,NA,0,0,0,0,153,1,154,NA,34,1,2784,2930,154,906,977,856,640,946,530,343,194,106,37,18,5,2,0,69,440,474,416,319,471,257,166,91,50,19,10,0,2,0,85,466,503,440,321,475,273,177,103,56,18,8,5,0,0,862,0,0
G2100730,1850,Kentucky,210,Franklin,730,Franklin,548.783075102436,12462,357,185,172,3365,1769,1596,3308,0,8740,3970,4770,708,1026,61895,52969,850,1740210,64078,3618,2223,363,3270,318,25424,8685,227,10851,135,157129,0,0,326,135,218,6814,117,0,71,1415,97,549723,28045,343,2175,98742,1046,0,2985,0,4802,37125,52,25335,0,23598,5,0,19,215,556,12,19,0,0,19,5,2,3,1283,620,663,1269,9,2,NA,NA,NA,1,0,NA,0,0,NA,2,0,2,NA,NA,1,NA,0,0,0,0,237,93,330,NA,214,77,5924,6538,330,1471,1795,1513,1352,2364,1521,975,590,346,144,43,8,3,7,162,701,918,781,711,1017,624,444,294,165,75,25,4,2,1,168,770,877,732,641,1347,897,531,296,181,69,18,4,1,6,1453,1,1
G2100750,1850,Kentucky,210,Fulton,750,Fulton,599.604887971604,4446,4,2,2,943,470,473,0,0,3499,1693,1806,14,1604,17672,44948,361,389055,19408,1113,1142,287,1911,473,13113,2700,0,9185,1,43608,0,0,1705,3,0,6390,519,0,60,364,16,236315,10472,5,0,25494,333,0,249,6,9970,222482,0,4879,0,4209,4,0,5,153,125,5,5,0,0,0,0,0,0,729,356,373,729,4,0,NA,NA,NA,1,0,NA,0,0,NA,3,0,1,NA,NA,0,NA,0,0,0,0,131,30,161,NA,87,27,2165,2281,161,597,707,653,531,786,491,293,147,55,18,5,2,0,0,89,305,356,307,258,360,227,154,70,27,7,3,2,0,0,72,292,351,346,273,426,264,139,77,28,11,2,0,0,0,586,0,1
G2100770,1850,Kentucky,210,Gallatin,770,Gallatin,275.215736262846,5137,34,18,16,704,368,336,0,0,4399,2066,2333,89,629,25976,32497,414,809264,22748,1468,983,138,2060,272,14782,4602,10,5059,90,39010,0,0,1335,2,311,1143,713,0,68,796,2,402150,10443,0,560,15798,427,0,2929,45,1590,198095,40,27388,30,10755,1,0,9,30,380,1,9,0,0,1,0,0,0,793,366,427,792,4,1,NA,NA,NA,0,0,NA,0,0,NA,1,0,0,NA,NA,0,NA,0,0,0,0,103,28,131,NA,76,3,2452,2685,131,728,784,747,598,866,558,341,206,107,45,20,6,0,0,56,363,391,334,308,404,245,161,100,55,24,8,3,0,0,75,365,393,413,290,462,313,180,106,52,21,12,3,0,0,747,0,1
G2100790,1850,Kentucky,210,Garrard,790,Garrard,605.294032694467,10237,32,20,12,3176,1553,1623,0,0,7029,3422,3607,22,550,92140,47989,666,2441720,60879,4638,3140,1841,6074,944,36265,14843,180,17643,84,154265,0,0,5665,38,84,12660,1178,0,164,1705,2,973875,17635,312,2067,169940,414,0,10355,0,10278,50150,0,34920,0,30255,2,0,0,115,0,4,0,0,0,0,0,0,0,1095,492,603,1095,8,0,NA,NA,NA,0,0,NA,0,0,NA,3,0,3,NA,NA,0,NA,0,0,0,0,182,98,280,NA,50,38,4995,5242,280,1428,1698,1414,1128,1678,1058,709,441,247,103,44,5,4,0,150,699,795,690,583,807,519,333,218,125,45,26,4,1,0,130,729,903,724,545,871,539,376,223,122,58,18,1,3,0,1285,0,0
G2100810,1850,Kentucky,210,Grant,810,Grant,640.12341277296,6531,6,3,3,532,277,255,0,0,5993,2907,3086,83,729,40544,74839,730,1201640,39858,2312,1503,129,2072,305,20432,6285,0,6972,66,73767,0,0,2576,6,1,4493,163,0,190,1188,2,542955,7530,281,4948,29648,848,0,5188,17,1819,104303,1,13415,0,16031,0,0,13,0,450,0,14,0,0,0,0,0,0,872,364,508,872,5,3,NA,NA,NA,0,0,NA,0,0,NA,5,0,4,NA,NA,0,NA,0,0,0,0,209,12,221,NA,80,13,3187,3344,221,1000,1044,798,696,1152,696,393,296,162,53,18,2,0,0,105,502,533,383,347,552,323,188,144,79,20,9,2,0,0,116,498,511,415,349,600,373,205,152,83,33,9,0,0,0,1031,0,0
G2100830,1850,Kentucky,210,Graves,830,Graves,1441.90577308549,11397,8,5,3,1439,760,679,0,0,9950,4887,5063,58,3984,56868,228342,1279,771845,62751,3947,3285,777,6140,1379,32363,10319,2,16549,36,158977,0,0,1300,12,1,10982,169,0,79,77,15,653838,17882,4,35,115979,2657,1602,348,0,30509,1090545,14,15036,62,17657,0,0,41,0,1150,0,41,0,0,0,0,0,0,2850,1510,1340,2850,14,0,NA,NA,NA,0,0,NA,0,0,NA,11,0,7,NA,NA,1,NA,0,0,0,0,357,64,421,NA,140,32,5652,5745,421,1740,1897,1564,1381,1949,1035,713,404,188,78,20,5,1,1,210,823,935,789,744,981,502,340,196,85,37,7,3,0,0,211,917,962,775,637,968,533,373,208,103,41,13,2,1,1,1694,0,0
G2100850,1850,Kentucky,210,Grayson,850,Grayson,1322.68280851069,6837,10,2,8,320,155,165,0,0,6507,3240,3267,12,768,36612,115857,824,321725,29555,2224,2132,100,3783,354,24784,7678,0,5013,57,77666,0,0,1554,1,0,53225,2416,0,243,700,5,314260,8986,541,25752,78275,2158,0,480,0,5756,248227,930,8089,0,15096,0,0,21,0,522,0,22,0,0,0,0,0,0,913,373,540,913,3,0,NA,NA,NA,0,0,NA,0,0,NA,2,0,1,NA,NA,3,NA,0,0,0,0,246,5,251,NA,49,0,3397,3440,251,1062,1154,954,760,1089,674,420,231,149,64,24,4,1,0,110,536,574,452,392,558,326,212,118,74,28,13,3,1,0,141,526,580,502,368,531,348,208,113,75,36,11,1,0,0,1065,0,0
G2100870,1850,Kentucky,210,Green,870,Green,760.216765720437,9060,117,58,59,2608,1307,1301,0,0,6335,3112,3223,6,866,61323,114576,791,795015,37080,2877,2354,652,4880,707,29571,12825,0,12371,2,96147,0,0,1194,0,0,118132,1669,0,10,814,50,505757,13452,77,2470,114111,2276,0,500,83,16452,1267971,0,19870,62,20934,3,0,20,190,649,6,20,0,0,0,0,0,0,1014,474,540,1014,7,0,NA,NA,NA,0,0,NA,0,0,NA,3,0,4,NA,NA,0,NA,0,0,0,0,206,81,287,NA,119,44,4477,4583,287,1224,1497,1303,1054,1482,873,596,363,237,96,40,5,3,0,144,600,764,642,508,735,436,285,179,114,47,20,3,0,0,143,624,733,661,546,747,437,311,184,123,49,20,2,3,0,1105,0,0
G2100890,1850,Kentucky,210,Greenup,890,Greenup,1150.67176557544,9654,56,20,36,606,321,285,0,0,8992,4230,4762,313,3555,30008,111396,453,740601,24605,1354,1290,184,2129,932,10921,5466,0,4146,48,51293,0,0,45,6,0,1509,32,0,2,1849,42,323488,8899,133,1745,39630,528,0,211,10,2495,540,0,5513,0,10491,1,0,18,40,554,2,19,0,0,0,0,0,0,1105,541,564,1105,1,1,NA,NA,NA,0,0,NA,0,0,NA,11,0,2,NA,NA,0,NA,0,0,0,0,280,20,300,NA,56,3,4571,5083,300,1407,1519,1338,1031,1748,1009,645,397,184,48,23,5,0,0,146,707,721,649,512,802,456,288,176,77,23,12,2,0,0,154,700,798,689,519,946,553,357,221,107,25,11,3,0,0,1529,0,1
G2100910,1850,Kentucky,210,Hancock,910,Hancock,515.950084036935,3853,15,6,9,622,318,304,0,0,3216,1541,1675,29,579,17775,44274,319,455308,28525,1148,1006,37,2169,276,13371,4892,0,3994,47,43854,0,0,358,0,1,20172,272,0,15,1128,24,210730,7564,31,619,18127,685,0,337,0,2855,398843,0,4599,0,8768,0,0,9,0,275,0,10,0,0,5,0,0,0,594,278,316,589,6,0,NA,NA,NA,0,0,NA,0,0,NA,4,0,0,NA,NA,0,NA,0,0,0,0,122,18,140,NA,59,17,1865,1988,140,574,617,485,403,690,455,239,152,63,28,6,1,0,0,62,276,313,241,205,322,215,120,68,26,13,4,0,0,0,78,298,304,244,198,368,240,119,84,37,15,2,1,0,0,551,0,1
